A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Det Nya landet	guess=movie	gold=	confidence=0.5001288922013144
Example:	Detector	guess=drug	gold=	confidence=0.4804653867739977
Example:	Deus Jr.	guess=person	gold=	confidence=0.7507505316739649
Example:	Dhai Akshar Prem Ke	guess=person	gold=	confidence=0.592176295457435
Example:	Diary of Lust	guess=movie	gold=	confidence=0.4263383032130574
Example:	Die Biester	guess=movie	gold=	confidence=0.777355621367191
Example:	Die Blutgr�fin	guess=movie	gold=	confidence=0.7939198438759634
Example:	Die Einsamkeit der Krokodile	guess=movie	gold=	confidence=0.9464250801193249
Example:	Die Insel der Vergessenen	guess=movie	gold=	confidence=0.6844508317214979
Example:	Die Nacht der Engel	guess=movie	gold=	confidence=0.7328926859741935
Example:	Die Spur meiner Tochter	guess=movie	gold=	confidence=0.7458796162411596
Example:	Die Zehn Gebote der Kreativit�t	guess=movie	gold=	confidence=0.9395202826295782
Example:	Dinner for Two	guess=movie	gold=	confidence=0.6112989262790544
Example:	Distinctii militare rom�nesti	guess=movie	gold=	confidence=0.9474097363667253
Example:	Divertimento	guess=drug	gold=	confidence=0.3497506367880936
Example:	Divided We Fall	guess=movie	gold=	confidence=0.6076121881854442
Example:	Dixie Chicks On the Fly	guess=movie	gold=	confidence=0.48791847899675367
Example:	Di�stole y s�stole	guess=movie	gold=	confidence=0.8849031280474905
Example:	Djomeh	guess=place	gold=	confidence=0.3482005094566009
Example:	Dog Food	guess=movie	gold=	confidence=0.5525336150074966
Example:	Dogme # 16 - Bad Actors	guess=movie	gold=	confidence=0.8369150365896526
Example:	Dogme 4	guess=drug	gold=	confidence=0.7587701137200893
Example:	Dogwatch	guess=place	gold=	confidence=0.6010611016592404
Example:	Dogwoman: Dead Dog Walking	guess=movie	gold=	confidence=0.9984033765457404
Example:	Dol�	guess=person	gold=	confidence=0.49993275437980883
Example:	Don't Kill	guess=movie	gold=	confidence=0.43162706257336975
Example:	Donald Duck Goin' Quackers	guess=movie	gold=	confidence=0.8981351351750864
Example:	Donna Leon - Vendetta	guess=person	gold=	confidence=0.4163276648145494
Example:	Down From the Mountain	guess=movie	gold=	confidence=0.6785665554969307
Example:	Down to You	guess=movie	gold=	confidence=0.6486065959240569
Example:	Downpour	guess=place	gold=	confidence=0.5951754937896577
Example:	Dr Lucille - Un r�ve pour la vie	guess=movie	gold=	confidence=0.8929027429301467
Example:	Dr. T & the Women	guess=company	gold=	confidence=0.5033266688128879
Example:	Dragon Ball Z: The Movie - The World's Strongest	guess=movie	gold=	confidence=0.9997816231271012
Example:	Dragonriders of Pern	guess=movie	gold=	confidence=0.5663505255853966
Example:	Drainiac!	guess=movie	gold=	confidence=0.6348848839119163
Example:	Drawn from Life	guess=movie	gold=	confidence=0.6877057755662281
Example:	Driver 2	guess=drug	gold=	confidence=0.7578581686979816
Example:	Dubbel-�ttan	guess=place	gold=	confidence=0.8387048416783274
Example:	Dum	guess=drug	gold=	confidence=0.29849912738520135
Example:	D�-me Luz	guess=movie	gold=	confidence=0.5389808000536226
Example:	ECW: Anarchy Rulz	guess=movie	gold=	confidence=0.7379110097408632
Example:	East of West	guess=movie	gold=	confidence=0.5353814932117612
Example:	Eerie Valley Appointment	guess=drug	gold=	confidence=0.518459623165506
Example:	Ein Apartment zum Verlieben	guess=movie	gold=	confidence=0.531650660590279
Example:	Ein Lasterhaftes P�rchen	guess=movie	gold=	confidence=0.7033394235413063
Example:	Ein Mensch wie Dieter - Golzower	guess=movie	gold=	confidence=0.8722949858909924
Example:	Ein Palast und seine Republik	guess=movie	gold=	confidence=0.7715317794279365
Example:	El Astillero	guess=movie	gold=	confidence=0.6994288768068185
Example:	El Beso que me diste	guess=movie	gold=	confidence=0.9742938598963963
Example:	El Irrigador	guess=movie	gold=	confidence=0.6358647446950995
Example:	Elisas univers	guess=person	gold=	confidence=0.7817523987706458
Example:	Elixir, �dition sp�ciale	guess=movie	gold=	confidence=0.8360283053469977
Example:	Ellas, inocentes o culpables	guess=company	gold=	confidence=0.5648387117442089
Example:	Enas ki enas	guess=movie	gold=	confidence=0.6103044691812449
Example:	Enfoir�s en 2000	guess=movie	gold=	confidence=0.9962320714174483
Example:	Enter	guess=drug	gold=	confidence=0.3855378380067498
Example:	Entertainment Life	guess=drug	gold=	confidence=0.5395506371516036
Example:	Entscheidung seines Lebens	guess=movie	gold=	confidence=0.4657315662029129
Example:	Epicentre	guess=drug	gold=	confidence=0.4816375007455914
Example:	Epoch	guess=drug	gold=	confidence=0.33103194023546106
Example:	Es geht nicht immer nur um Sex	guess=movie	gold=	confidence=0.6682041263139628
Example:	Escaflowne	guess=place	gold=	confidence=0.5934366913879627
Example:	Eugenie Sandler P.I.	guess=person	gold=	confidence=0.5499507260065816
Example:	Euro Angels 25: Budapest Booty Fest	guess=movie	gold=	confidence=0.9964806192287169
Example:	Eva & Adam - fyra f�delsedagar och ett fiasko	guess=movie	gold=	confidence=0.9990415776831834
Example:	Extremism Breaks My Balls	guess=movie	gold=	confidence=0.7833119207787252
Example:	FDS	guess=drug	gold=	confidence=0.6901892939348674
Example:	Faites comme si je n'�tais pas l�	guess=movie	gold=	confidence=0.9997657834177377
Example:	Fallout Tactics: Brotherhood of Steel	guess=movie	gold=	confidence=0.9992322033609595
Example:	Family Pack	guess=movie	gold=	confidence=0.5904386976069188
Example:	Fatboy Slim and Macy Gray: Demons	guess=movie	gold=	confidence=0.9979349026820983
Example:	Fa�ade	guess=movie	gold=	confidence=0.5571370062934143
Example:	Felix and Lola	guess=person	gold=	confidence=0.39885555449079463
Example:	Ferien in der Heimat	guess=movie	gold=	confidence=0.49666053614283495
Example:	Ferm� pour r�novations	guess=movie	gold=	confidence=0.7154577026678035
Example:	Fetish Fanatics #14: Girls Who Were Porn's 1st Superstars	guess=movie	gold=	confidence=0.9998855998702622
Example:	Feu: L'�nergie	guess=movie	gold=	confidence=0.9978757758072213
Example:	Fifteen Minutes	guess=movie	gold=	confidence=0.41543300216387
Example:	Finar� tirminaet�ru	guess=movie	gold=	confidence=0.8996815345604695
Example:	Fire-Eater	guess=drug	gold=	confidence=0.54345870133618
Example:	Fish	guess=place	gold=	confidence=0.3473933671501499
Example:	Fisimatenten	guess=place	gold=	confidence=0.3826003128238354
Example:	Fist Power	guess=movie	gold=	confidence=0.3267144434369044
Example:	Flamenco Shoe	guess=movie	gold=	confidence=0.43773982029594716
Example:	Flicker	guess=movie	gold=	confidence=0.34501999333814287
Example:	Flight of the Reindeer	guess=movie	gold=	confidence=0.8673810169494957
Example:	Forensic Files	guess=movie	gold=	confidence=0.5410744746357339
Example:	Forever Yours	guess=movie	gold=	confidence=0.5545264456265755
Example:	Forgive and Forget	guess=movie	gold=	confidence=0.8472494309117098
Example:	Fort Boyard - Az Er�d	guess=movie	gold=	confidence=0.8635637931567246
Example:	Forty Years On Coronation Street	guess=company	gold=	confidence=0.4918853556562114
Example:	Frank Herbert's Dune	guess=person	gold=	confidence=0.8490554321453653
Example:	Frankie Goes to Hollywood: Hard On	guess=movie	gold=	confidence=0.924870691140164
Example:	Freddie Mercury, the Untold Story	guess=movie	gold=	confidence=0.871407991982378
Example:	Free Fall	guess=person	gold=	confidence=0.41181866395184025
Example:	Friendly Persuasion: Iranian Cinema After the Revolution	guess=movie	gold=	confidence=0.9876880886741485
Example:	From the Big Bang to Tuesday Morning	guess=movie	gold=	confidence=0.9331646157201747
Example:	From the Top of the Key	guess=movie	gold=	confidence=0.9144781525048717
Example:	Fuera de foco	guess=movie	gold=	confidence=0.7514042598611143
Example:	G.	guess=company	gold=	confidence=0.3531371620658717
Example:	Gaja Gamini	guess=movie	gold=	confidence=0.6765061873055228
Example:	Gajes del oficio	guess=movie	gold=	confidence=0.9041321051972786
Example:	Gang Bang Angels 7	guess=movie	gold=	confidence=0.8267467313931824
Example:	Garimpeiros	guess=place	gold=	confidence=0.3618910015345803
Example:	Gauntlet Legends	guess=place	gold=	confidence=0.4705900530516763
Example:	Gegenseitiges Beobachten: Handy	guess=movie	gold=	confidence=0.990441617610335
Example:	George Benson: Absolutely Live	guess=person	gold=	confidence=0.6988641339966472
Example:	Georgian Grapes	guess=person	gold=	confidence=0.9625539905647942
Example:	Gerry Humphreys: The Loved One	guess=movie	gold=	confidence=0.9519095326902252
Example:	Gespr�ch im Gebirg	guess=movie	gold=	confidence=0.6282382554307828
Example:	Ghosthunter	guess=place	gold=	confidence=0.8614157875287495
Example:	Gilligan's Island: The E! True Hollywood Story	guess=movie	gold=	confidence=0.9995115606706568
Example:	Ginostra	guess=place	gold=	confidence=0.3467220497113143
Example:	Giravolte	guess=movie	gold=	confidence=0.341536415226807
Example:	Girls! Girls! Girls!	guess=movie	gold=	confidence=0.9740021569745975
Example:	Global Domination	guess=movie	gold=	confidence=0.44043171758251415
Example:	Glow	guess=place	gold=	confidence=0.44981220391813476
Example:	God's Army	guess=movie	gold=	confidence=0.8832603521744363
Example:	Godzilla Vs. Megaguirus: The G Annihilation Strategy	guess=movie	gold=	confidence=0.9932683853983253
Example:	Gongdong gyeongbi guyeok jsa	guess=movie	gold=	confidence=0.9832703348195136
Example:	Goodbye & Hello	guess=movie	gold=	confidence=0.7676108569030128
Example:	Granturismo	guess=place	gold=	confidence=0.6833519548904456
Example:	Great Idea	guess=movie	gold=	confidence=0.31478066604845917
Example:	Grind Session	guess=person	gold=	confidence=0.3574848884615566
Example:	Grosse Freiheit - Kleine Freiheit	guess=movie	gold=	confidence=0.8271901456656061
Example:	Gro�stadttr�ume	guess=place	gold=	confidence=0.5442098457326222
Example:	Haboleshet Hokeret	guess=place	gold=	confidence=0.49614320034846515
Example:	Half-Life: Counter-Strike	guess=movie	gold=	confidence=0.5257451224820902
Example:	Halfway There	guess=movie	gold=	confidence=0.3330563934854599
Example:	Happy Birthday	guess=movie	gold=	confidence=0.4872876570656187
Example:	Happy Man	guess=company	gold=	confidence=0.35412515974542985
Example:	Hard Boiled Egg	guess=person	gold=	confidence=0.6257565146023598
Example:	Harem of Madame Osmane	guess=movie	gold=	confidence=0.8694054263087624
Example:	Harikomi	guess=person	gold=	confidence=0.3368715774498537
Example:	Hassel - F�rg�rarna	guess=movie	gold=	confidence=0.6810347491231652
Example:	Head Cheerleader Dead Cheerleader	guess=movie	gold=	confidence=0.489668533783058
Example:	Heimatgeschichten - O Tannenbaum	guess=movie	gold=	confidence=0.7737282402375345
Example:	Helicopter	guess=drug	gold=	confidence=0.32795959879350656
Example:	Here on Earth	guess=person	gold=	confidence=0.8194712181718599
Example:	Highway Melody	guess=movie	gold=	confidence=0.5677002904016926
Example:	Hij & Julia	guess=person	gold=	confidence=0.514086516893507
Example:	Hindsight	guess=place	gold=	confidence=0.7150641784206099
Example:	Hitler Meets Christ	guess=person	gold=	confidence=0.40290907650427954
Example:	Home Sweet Home	guess=movie	gold=	confidence=0.7978268316609365
Example:	Home VDO	guess=drug	gold=	confidence=0.4009083884031305
Example:	Hopkins	guess=place	gold=	confidence=0.45726211156826846
Example:	Hot Latin Pussy Adventures 7	guess=movie	gold=	confidence=0.7717001651856996
Example:	Hot Legs	guess=movie	gold=	confidence=0.5329201723761209
Example:	Hotaru	guess=place	gold=	confidence=0.3998014139116626
Example:	Hotellet	guess=place	gold=	confidence=0.48633103655821497
Example:	House of Luk	guess=movie	gold=	confidence=0.6711171253392378
Example:	Humbert	guess=place	gold=	confidence=0.4679093497918645
Example:	H�nden p� hjertet	guess=movie	gold=	confidence=0.7909702206605411
Example:	H�llische Nachbarn - Chaos im Hotel	guess=movie	gold=	confidence=0.6961110138041297
Example:	I Know I'll See Your Face Again	guess=movie	gold=	confidence=0.8064925007035652
Example:	I Prefer the Sound of the Sea	guess=movie	gold=	confidence=0.8353899371467453
Example:	I Spike	guess=company	gold=	confidence=0.45284401719714373
Example:	IIFA Awards	guess=company	gold=	confidence=0.4078624296658309
Example:	Ich kaufe mir einen Mann	guess=movie	gold=	confidence=0.7462536747101268
Example:	Il Cielo cade	guess=company	gold=	confidence=0.5704545391965337
Example:	Il Fratello minore	guess=movie	gold=	confidence=0.5921042503909846
Example:	In Appartment Buildings People Are Crazy About Music	guess=movie	gold=	confidence=0.5002591938170594
Example:	In Flagrante	guess=movie	gold=	confidence=0.6850155044198816
Example:	In goede aarde: Yesterday	guess=movie	gold=	confidence=0.9998511583695942
Example:	In the Wings	guess=movie	gold=	confidence=0.8396964607894113
Example:	Indifference	guess=place	gold=	confidence=0.5670124682345846
Example:	Ind�pendance Cha Cha	guess=company	gold=	confidence=0.7080860853648389
Example:	Initiations 2	guess=movie	gold=	confidence=0.4696720270787419
Example:	Innocents	guess=person	gold=	confidence=0.2763639082834986
Example:	Ins�parables	guess=place	gold=	confidence=0.6151222426350748
Example:	Intimate Portrait: Janis Joplin	guess=movie	gold=	confidence=0.9967569415805675
Example:	Intimate Portrait: Madeline Kahn	guess=movie	gold=	confidence=0.9983400497620669
Example:	Inventario balcanico	guess=company	gold=	confidence=0.32802047353645436
Example:	Isaac Asimov's Nightfall	guess=movie	gold=	confidence=0.860726700090766
Example:	Jaaaaam	guess=movie	gold=	confidence=0.5313407928072381
Example:	Jarrett & Labonte Stock Car Racing	guess=company	gold=	confidence=0.75674414188645
Example:	Je werk of je leven: Hoe lang moet jij nog?	guess=movie	gold=	confidence=0.9999710586541192
Example:	Jersey Guy	guess=person	gold=	confidence=0.8127740157624576
Example:	John Henry	guess=person	gold=	confidence=0.9705154163760431
Example:	John and Yoko's Year of Peace	guess=movie	gold=	confidence=0.9354007091313947
Example:	Joining the Dots	guess=movie	gold=	confidence=0.53200828321301
Example:	Jojo la frite	guess=movie	gold=	confidence=0.7210727058768083
Example:	Joyeux No�l, Rachid	guess=movie	gold=	confidence=0.7066729466748161
Example:	Julien l'apprenti	guess=movie	gold=	confidence=0.6898028950651521
Example:	Jungle	guess=person	gold=	confidence=0.4607752709906183
Example:	Junk n da Trunk	guess=person	gold=	confidence=0.5978176699588815
Example:	Just an Ordinary Day	guess=movie	gold=	confidence=0.6351538056183693
Example:	Justice in Wonderland	guess=movie	gold=	confidence=0.5645606502297148
Example:	Kahin Pyaar Na Ho Jaaye	guess=person	gold=	confidence=0.52408487256989
Example:	Kaliber Deluxe	guess=drug	gold=	confidence=0.445257329919694
Example:	Kamen Rider Kuuga	guess=person	gold=	confidence=0.6182816107299042
Example:	Kids Say the Funniest Things	guess=movie	gold=	confidence=0.6317155483092963
Example:	Kingdom of Poet O	guess=movie	gold=	confidence=0.8248903595948729
Example:	Kippour	guess=drug	gold=	confidence=0.29377935457753124
Example:	Kiri Maori	guess=person	gold=	confidence=0.4462526951895459
Example:	Kleistoi dromoi	guess=movie	gold=	confidence=0.6601040653258623
Example:	Kom�di�sok	guess=movie	gold=	confidence=0.6437274505070669
Example:	Krajinka	guess=place	gold=	confidence=0.3450719627108106
Example:	Kunwara	guess=place	gold=	confidence=0.6115605291967674
Example:	Kurosufai�	guess=person	gold=	confidence=0.3965774833139369
Example:	Kurukshetra	guess=place	gold=	confidence=0.7774195194351935
Example:	L'Amour, l'argent, l'amour	guess=movie	gold=	confidence=0.999324830579145
Example:	L'Attrape-r�ves	guess=place	gold=	confidence=0.542999289167789
Example:	La Confusion des genres	guess=movie	gold=	confidence=0.9532679113610911
Example:	La Fausse suivante	guess=movie	gold=	confidence=0.9624805765586677
Example:	La La�que	guess=movie	gold=	confidence=0.804975704146542
Example:	La Moderna poesia	guess=movie	gold=	confidence=0.9696887232744056
Example:	La Pomme, la figue et l'amande	guess=movie	gold=	confidence=0.9998883803266542
Example:	La Precisione del caso	guess=movie	gold=	confidence=0.9683255130236468
Example:	La Proc	guess=movie	gold=	confidence=0.6449456608087737
